client_trade_id,instrument_name,trade_side,entry_price,entry_time,exit_price,exit_time,mae,mfe,result_ticks,trade_duration,take_profit_price,stop_loss_price,signal,account_name,daily_pnl,quantity,strategy_name
81e4e514-f929-4e34-9bde-1b361a605686,XAUUSD,Long,3285.87,2025-04-23 13:46:34.303215+00,3284.63,2025-04-23 13:47:29.804026+00,16.9999999999982,88.2999999999993,-12,0m 55s,3360.33,3247.38,,Sim101,-46.5999999999894,1,Manual
9cfa6afc-b791-47f2-9fdd-a4534648a122,XAUUSD,Long,3335.17,2025-04-24 10:11:15.281577+00,3332.7,2025-04-24 10:18:20.572075+00,50.1999999999998,0.199999999999818,-24,7m 5s,3435.17,3310.17,,Sim101,-9.64000000000033,1,Manual
6ac50376-c3cb-45ae-a0ad-0a31328569eb,XAUUSD,Long,3285.875,2025-04-23 13:46:34.650215+00,3284.66,2025-04-23 13:47:29.805032+00,17.0499999999993,63.2499999999982,-12,0m 55s,3360.33,3247.38,,Sim101,-57.2999999999956,2,Manual
f4944339-bfdd-4d3a-a368-65bddc21e20d,XAUUSD,Long,3299,2025-04-25 11:08:40.01806+00,3298.88,2025-04-25 11:08:59.647099+00,10.9000000000015,0,-1,0m 19s,0,0,,Simforex,1.77000000000044,1,Manual
978a48d0-3d0b-48ba-92a0-2d875594dd17,XAUUSD,Long,3337.55,2025-04-24 17:56:13.14144+00,3335.55,2025-04-24 17:58:20.11188+00,20.8000000000038,0,-20,2m 6s,3344.05,3335.55,,Sim101,-2,100000,Manual
34b3230e-544b-42c5-b961-9d26579b85fb,XAUUSD,Long,3339.34,2025-04-24 08:51:37.03435+00,3338.64,2025-04-24 08:54:10.981511+00,16.0000000000036,22.8999999999996,-7,2m 33s,0,0,,Sim101,-5.23000000000002,1,Manual
0212ed3c-2261-403f-8934-ba9e3461df61,XAUUSD,Long,3339.34,2025-04-24 08:51:37.035351+00,3338.64,2025-04-24 08:54:10.982513+00,16.0000000000036,5.99999999999909,-7,2m 33s,0,0,,Sim101,-5.33000000000038,1,Manual
07e49e5b-0737-475a-a857-a879adb1d0d0,XAUUSD,Long,3299.75,2025-04-25 11:09:28.34925+00,3300.23,2025-04-25 11:11:03.028589+00,18.4000000000015,8.40000000000146,4,1m 34s,0,0,,Simforex,2.25000000000045,1,Manual
fc3ef26c-3b52-4a25-960a-04151a78f0d7,XAUUSD,Long,3338.35,2025-04-24 08:46:43.942467+00,3338.73,2025-04-24 08:46:53.397048+00,14.4000000000005,5.19999999999982,3,0m 9s,0,0,,Sim101,0.380000000000109,100000,Manual
23fcc637-1b8e-4d22-ba00-08ec8fa1f3e9,XAUUSD,Long,3344.84,2025-04-24 19:50:02.788114+00,3344.94,2025-04-24 19:50:08.513133+00,10.1999999999998,3.19999999999709,0,0m 5s,3351.34,3344.84,,Sim101,-1.90000000000009,1,Manual
7a0652b8-e8fe-4f40-bdc4-238b4edd6409,XAUUSD,Long,3297.03,2025-04-25 11:22:36.250323+00,3296.51,2025-04-25 11:22:41.428328+00,14.5000000000027,0,-5,0m 5s,3397.03,3272.03,,Simforex,-3.84999999999991,1,Manual
0d17319a-e0df-4cfe-82b1-21b0c1dd44c0,XAUUSD,Long,3300.88,2025-04-25 11:11:32.001837+00,3296.06,2025-04-25 11:22:12.422284+00,65.7000000000016,0,-48,10m 40s,0,0,,Simforex,-2.56999999999971,1,Manual
2fac8d6b-6236-4c86-a5a9-a1a95583c08a,XAUUSD,Long,3348.9,2025-04-24 20:50:01.58845+00,3346.76,2025-04-24 20:52:16.790728+00,20.3999999999996,0,-21,2m 15s,3355.4,3346.9,,Sim101,-5.76999999999998,1,Manual
17dc8ba1-b670-43e6-aac8-b125eec5e757,XAUUSD,Long,3278.225,2025-04-23 13:56:46.58298+00,3268.11,2025-04-23 14:00:23.537335+00,91.8499999999995,1.75000000000182,-101,3m 36s,3335.83,3269.04,,Sim101,-544.599999999982,2,Manual
16394322-b8fb-4fd9-b0a0-57c49e45310f,XAUUSD,Long,3337.55,2025-04-24 17:56:13.139434+00,3335.55,2025-04-24 17:58:20.11188+00,20.8000000000038,0,-20,2m 6s,3344.05,3335.55,,Sim101,-2,100000,Manual
5baa6adb-7145-435d-bfea-e5de531ba013,XAUUSD,Long,3294.98,2025-04-23 14:49:46.276028+00,3295.87,2025-04-23 14:49:55.590554+00,28.100000000004,9.69999999999345,8,0m 9s,3694.98,3094.98,,Sim101,-455.60000000004,10,Manual
aaeec2a8-2fc6-40f3-a84b-020584575d1c,XAUUSD,Short,3298.53,2025-04-25 09:40:25.657047+00,3298.82,2025-04-25 09:40:38.389195+00,10.2999999999975,1.40000000000327,-2,0m 12s,3198.53,3323.53,,Simforex,0.690000000000055,1,Manual
680f86d9-eb10-4388-a823-f05d7f1df3ac,XAUUSD,Long,3296.87,2025-04-25 11:23:24.3463+00,3296.66,2025-04-25 11:23:29.820313+00,12.8999999999996,0.300000000002001,-2,0m 5s,3396.87,3271.87,,Simforex,-4.20999999999958,1,Manual
16301900-1a66-4d2f-981d-53f1c3049118,XAUUSD,Long,3339.51,2025-04-24 08:49:15.379444+00,3339.59,2025-04-24 08:49:28.677401+00,20.5000000000018,0.499999999997272,0,0m 13s,3439.51,3314.51,,Sim101,-3.52000000000044,1,Manual
d6351c91-bc13-49ea-ba99-ebfed58da60e,XAUUSD,Long,3335.27,2025-04-24 10:10:53.622504+00,3334.67,2025-04-24 10:10:56.178501+00,15.3999999999996,0.100000000002183,-5,0m 2s,0,0,,Sim101,-1.94000000000005,100000,Manual
9238fa46-9511-40a5-9e51-9373f143a175,XAUUSD,Long,3338.41,2025-04-24 08:47:26.361708+00,3337.54,2025-04-24 08:47:42.102415+00,19.8000000000002,9.40000000000055,-8,0m 15s,3438.41,3313.41,,Sim101,-3.14000000000033,2,Manual
30b4c786-d511-465e-bd5e-cda48c622d0c,XAUUSD,Long,3335.27,2025-04-24 10:10:53.611515+00,3334.67,2025-04-24 10:10:56.174502+00,11.5000000000009,0,-5,0m 2s,0,0,,Sim101,-7.17000000000007,100000,Manual
13c4aa2b-0ac0-46a5-9e1e-3bfc5be2b851,XAUUSD,Long,3344.84,2025-04-24 19:50:02.383115+00,3344.82,2025-04-24 19:50:07.491121+00,10199.9999999998,3199.99999999709,0,0m 5s,3344.8465,3344.838,,Sim101,-0.02,1,ALERTSYSTEMFXHA1
f83862ec-d5c3-4841-8041-4762ccc140b7,XAUUSD,Short,3290.18,2025-04-23 13:44:33.222154+00,3291.83,2025-04-23 13:46:01.1088+00,45.1999999999953,22.4000000000024,-16,1m 27s,3188.54,3313.48,,Sim101,-32.9999999999927,2,Manual
37396a0a-d970-4c4b-adfb-28aebfca4d64,XAUUSD,Short,3274.59,2025-04-23 13:51:46.928345+00,3277.44,2025-04-23 13:56:36.122968+00,62.5999999999976,24.8000000000002,-28,4m 49s,2874.59,3474.59,,Sim101,-331.59999999998,10,Manual
1a4d3b64-421f-4e25-b5f8-4870a6ac899e,XAUUSD,Long,3298.4,2025-04-23 16:46:26.320923+00,3299.88,2025-04-23 16:47:21.00705+00,8.00000000000182,18.6999999999989,14,0m 54s,3398.4,3273.4,,Sim101,-445.600000000036,1,Manual
3b501969-9242-4ae7-9d6e-96848635ea96,XAUUSD,Short,3299.65,2025-04-25 10:53:58.788812+00,3300.06,2025-04-25 10:54:42.61805+00,11.5999999999985,19.8000000000002,-4,0m 43s,3199.65,3324.65,,Sim101,-0.409999999999854,1,Manual
d75c1e85-65fb-4bed-8e96-2eb54d3071e2,XAUUSD,Short,3332.1,2025-04-24 07:20:39.553801+00,3330.48,2025-04-24 07:29:01.060759+00,10.7999999999993,58.6000000000013,16,8m 21s,3283.3,3345.67,,Sim101,21.0999999999967,1,Manual
6c08389e-cdb6-41f7-93bb-1dfdd3a66e93,XAUUSD,Long,3335.32,2025-04-24 10:10:10.282881+00,3334.65,2025-04-24 10:10:23.633445+00,15.9000000000015,0,-6,0m 13s,0,0,,Sim101,-1.34000000000015,200000,Manual
56b96ca1-c0ec-4f96-aa9c-d4d283f78cc6,XAUUSD,Long,3332.65,2025-04-24 07:20:24.722857+00,3333.14,2025-04-24 07:20:29.041524+00,21.6000000000031,5.29999999999745,4,0m 4s,0,0,,Sim101,4.89999999999782,100000,Manual
127c2528-5ab0-4dbf-8502-6b58f5760291,USDJPY,Long,144.433,2025-04-09 12:56:29.336848+00,144.375,2025-04-09 12:57:12.985824+00,6.19999999999834,1.09999999999957,-5,0m 43s,144.883,144.183,,Sim101,-143.80,100000,ALERTSYSTEMFX
28979e21-63a4-473d-a141-b8e9ec53f211,USDJPY,Short,146.043,2025-04-08 19:32:04.783604+00,146.033,2025-04-08 19:40:27.024787+00,4.6999999999997,8.10000000000173,1,8m 22s,145.593,146.293,,Sim101,7.14,100000,ALERTSYSTEMFX
cf7dcd69-e793-4cd4-ae7c-4ecea389f097,USDJPY,Long,144.438,2025-04-09 13:01:01.445394+00,144.372,2025-04-09 13:02:38.084551+00,23.8999999999976,1.90000000000055,-6,1m 36s,144.888,144.188,,Sim101,-271.93,100000,ALERTSYSTEMFX
1a121722-6322-4132-9dbf-54ade8a1b6a1,USDJPY,Short,146.059,2025-04-08 21:38:29.212205+00,146.354,2025-04-08 21:44:39.933156+00,0,0.399999999999068,-29,6m 10s,145.609,146.309,,Sim101,-310.08,100000,ALERTSYSTEMFX
